Image Path,Resolution,Detected Objects,Inference Time
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009232.jpg,480x640,"1 cup, 5 bowls, 1 donut, 1 dining table",456.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009242.jpg,480x640,8 horses,412.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009255.jpg,384x640,1 airplane,437.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009257.jpg,448x640,11 zebras,431.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009264.jpg,640x512,"1 bowl, 2 sandwichs, 5 cakes",445.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009279.jpg,640x448,"5 persons, 2 bottles, 1 knife, 3 cakes, 1 dining table",461.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009284.jpg,640x640,"3 apples, 6 oranges, 1 chair",406.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009299.jpg,640x480,3 persons,465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009308.jpg,640x480,2 pizzas,490.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009309.jpg,448x640,9 cows,473.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009347.jpg,640x448,1 clock,432.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009352.jpg,448x640,"3 persons, 1 suitcase",454.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009386.jpg,640x512,"1 cat, 1 toilet",350.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009390.jpg,640x480,2 clocks,429.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009410.jpg,480x640,6 donuts,435.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009431.jpg,480x640,"5 chairs, 2 couchs, 5 potted plants, 1 dining table, 1 book",432.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009439.jpg,448x640,(no detections),404.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009455.jpg,640x448,"1 person, 1 bench, 1 skateboard",409.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009459.jpg,448x640,"1 person, 1 tv, 1 remote",470.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009470.jpg,480x640,"1 person, 1 giraffe",522.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009480.jpg,448x640,"3 persons, 2 cups, 1 dining table, 1 book",362.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009502.jpg,480x640,"17 persons, 4 boats, 5 umbrellas, 1 teddy bear",323.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009523.jpg,448x640,"3 persons, 1 car, 3 buss",449.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009526.jpg,448x640,"1 person, 1 bottle, 1 cup, 1 dining table",425.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009529.jpg,640x384,"1 stop sign, 7 suitcases",546.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009530.jpg,544x640,"1 person, 1 motorcycle",432.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009549.jpg,448x640,"11 persons, 1 umbrella, 1 frisbee, 3 sports balls, 1 chair",510.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009560.jpg,288x640,"1 airplane, 1 truck",443.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009564.jpg,416x640,"8 persons, 1 airplane, 1 dog, 1 horse, 1 cow",419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009579.jpg,640x608,"3 persons, 1 car, 1 skateboard",434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009580.jpg,640x480,3 giraffes,467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009601.jpg,448x640,1 cell phone,430.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009641.jpg,480x640,"1 person, 2 chairs",395.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009662.jpg,480x640,"1 person, 1 train",477.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009666.jpg,448x640,"6 persons, 3 bottles, 7 cups, 1 bowl",442.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009674.jpg,448x640,"1 person, 2 skateboards",503.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009676.jpg,480x640,"1 boat, 1 bench, 1 chair",435.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009703.jpg,480x640,"3 zebras, 2 giraffes",413.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009704.jpg,480x640,"3 persons, 3 cars, 2 buss, 1 traffic light",412.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009776.jpg,640x640,"2 persons, 1 tie",437.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009793.jpg,448x640,"1 potted plant, 2 beds",403.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009839.jpg,448x640,"2 persons, 1 car, 1 truck, 1 bench, 1 umbrella",544.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009841.jpg,448x640,"1 cat, 1 bottle, 1 cup, 1 sink",479.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009883.jpg,480x640,"1 person, 1 traffic light, 1 toilet, 1 sink",460.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009909.jpg,480x640,"1 person, 1 bottle, 1 sink",427.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009915.jpg,640x448,"1 microwave, 1 oven",442.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009917.jpg,512x640,"2 persons, 3 cars, 1 bus",401.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009925.jpg,480x640,"2 persons, 1 dog, 1 frisbee",418.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009932.jpg,480x640,"2 persons, 2 cars, 3 buss, 1 train, 1 traffic light",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009954.jpg,640x640,"1 person, 1 car, 1 umbrella",451.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009970.jpg,448x640,"1 person, 1 giraffe",427.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009985.jpg,640x480,"1 cup, 2 chairs, 1 potted plant, 1 dining table, 1 vase",459.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009995.jpg,480x640,1 fire hydrant,444.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010017.jpg,448x640,"5 persons, 2 ties, 1 mouse",444.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010055.jpg,448x640,1 zebra,406.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010061.jpg,448x640,"1 person, 1 car, 1 truck, 1 fire hydrant, 2 kites",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010062.jpg,480x640,"1 person, 12 donuts",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010064.jpg,480x640,"3 persons, 2 cups, 1 spoon, 2 carrots, 1 dining table",522.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010070.jpg,640x544,(no detections),429.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010085.jpg,480x640,2 birds,439.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010111.jpg,640x448,"1 person, 1 tennis racket",470.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010133.jpg,640x480,"5 persons, 1 bottle, 1 cup, 1 chair, 6 tvs, 2 mouses, 1 keyboard",444.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010134.jpg,448x640,"2 persons, 1 surfboard",515.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010181.jpg,480x640,"1 toilet, 2 sinks",433.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010186.jpg,640x480,"2 persons, 2 handbags, 2 suitcases",422.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010189.jpg,480x640,"1 person, 1 chair, 2 couchs, 1 tv",365.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010194.jpg,480x640,"7 persons, 1 baseball bat, 2 baseball gloves",527.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010228.jpg,640x480,"16 persons, 1 baseball bat, 1 baseball glove",422.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010257.jpg,384x640,1 bus,422.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010264.jpg,288x640,"2 persons, 4 sheeps",472.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010268.jpg,448x640,"2 persons, 2 cars, 2 motorcycles, 1 truck, 1 handbag",456.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010279.jpg,640x640,2 teddy bears,441.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010288.jpg,480x640,"2 bottles, 1 bed, 1 toilet",224.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010302.jpg,480x640,"2 bottles, 4 knifes, 3 bowls, 2 apples, 1 dining table, 1 toaster",433.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010326.jpg,640x480,(no detections),527.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010364.jpg,480x640,4 elephants,450.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010372.jpg,480x640,1 giraffe,456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010373.jpg,640x480,3 sheeps,416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010380.jpg,512x640,2 clocks,441.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010411.jpg,640x480,1 bicycle,421.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010426.jpg,640x448,"5 persons, 1 handbag, 1 kite, 1 baseball glove",384.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010448.jpg,544x640,"2 persons, 1 umbrella, 1 sports ball",454.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010452.jpg,480x640,1 cow,506.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010479.jpg,384x640,"1 person, 1 surfboard",440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010485.jpg,640x480,"1 person, 1 cup, 1 fork, 1 sandwich",482.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010494.jpg,448x640,"2 persons, 2 cars, 1 bus, 1 truck",444.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010500.jpg,544x640,6 sheeps,501.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010516.jpg,448x640,"1 person, 1 dog, 1 bottle",446.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010550.jpg,640x480,1 giraffe,361.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010551.jpg,480x640,"1 cat, 1 keyboard",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010573.jpg,640x448,"1 person, 1 tie",362.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010575.jpg,384x640,1 airplane,472.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010592.jpg,448x640,"8 persons, 1 bowl, 1 orange",414.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010616.jpg,640x448,1 airplane,435.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010617.jpg,448x640,"1 person, 1 surfboard",438.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010622.jpg,448x640,"6 persons, 1 bus, 3 traffic lights, 1 stop sign",446.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010623.jpg,480x640,1 train,553.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000010626.jpg,640x448,1 giraffe,504.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\bus.jpg,640x480,"4 persons, 1 bus",462.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\zidane.jpg,384x640,"2 persons, 2 ties",412.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000139.jpg,448x640,"1 person, 1 bottle, 3 chairs, 2 potted plants, 3 dining tables, 2 tvs, 3 refrigerators, 1 clock, 4 vases",493.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000285.jpg,640x608,1 bear,469.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000632.jpg,512x640,"1 bottle, 1 chair, 2 potted plants, 1 bed, 6 books, 1 vase",478.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000724.jpg,640x480,"1 truck, 1 stop sign",431.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000776.jpg,640x448,2 teddy bears,420.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000000785.jpg,448x640,"1 person, 1 skis",458.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001296.jpg,640x448,"4 persons, 2 cell phones",455.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001353.jpg,640x480,"4 persons, 1 suitcase, 1 chair",546.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001425.jpg,512x640,"1 bowl, 1 sandwich",468.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001490.jpg,320x640,1 person,391.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001503.jpg,480x640,"1 tv, 1 laptop, 2 mouses, 2 keyboards, 1 cell phone",443.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000001532.jpg,480x640,"7 cars, 2 trucks, 1 traffic light",444.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003009.jpg,480x640,"3 cups, 2 bowls, 1 sink",472.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003024.jpg,512x640,"1 person, 1 cup, 2 bowls, 1 chair, 1 dining table, 1 refrigerator",430.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003032.jpg,480x640,1 clock,580.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003036.jpg,640x640,"1 bottle, 1 cup, 1 bowl, 1 sandwich",549.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003038.jpg,640x448,"6 persons, 1 bench, 2 elephants, 1 backpack",462.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003057.jpg,640x576,1 person,547.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003058.jpg,480x640,"1 person, 1 tie, 1 cell phone",410.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003062.jpg,448x640,"3 bottles, 3 cups, 2 bowls, 1 microwave, 2 sinks",431.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003065.jpg,640x480,"2 persons, 4 giraffes",429.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003079.jpg,448x640,"6 persons, 2 snowboards",403.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003081.jpg,480x640,"1 person, 1 sports ball",428.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003083.jpg,640x640,1 dog,440.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003086.jpg,480x640,"1 person, 1 car, 1 parking meter, 1 skateboard",398.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003090.jpg,448x640,"5 persons, 1 airplane, 2 backpacks, 3 handbags",458.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003098.jpg,480x640,5 cars,404.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003104.jpg,448x640,"1 dog, 1 clock",464.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003111.jpg,448x640,"1 person, 1 boat, 1 kite",443.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003136.jpg,448x640,"1 person, 1 tennis racket",384.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003188.jpg,448x640,2 zebras,468.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003191.jpg,352x640,(no detections),470.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003208.jpg,448x640,"12 persons, 3 airplanes",412.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003229.jpg,640x480,"1 person, 1 umbrella",450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003257.jpg,480x640,"1 cat, 1 tv, 1 keyboard",512.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003327.jpg,640x480,"2 persons, 1 book",428.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003359.jpg,640x448,"4 persons, 1 car, 1 stop sign, 1 umbrella",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003367.jpg,640x480,"2 chairs, 1 bed, 1 clock",491.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003376.jpg,480x640,"14 persons, 3 umbrellas, 5 kites, 8 chairs",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003384.jpg,640x480,"1 person, 1 kite",462.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003390.jpg,480x640,"3 bottles, 2 cups, 1 spoon, 1 tv, 2 laptops, 1 mouse, 2 keyboards, 2 cell phones, 1 book",608.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003406.jpg,480x640,4 traffic lights,566.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003407.jpg,640x480,"1 cup, 1 fork, 1 cake, 1 dining table",558.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003413.jpg,480x640,"1 bench, 2 cats",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003434.jpg,480x640,1 dog,427.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003440.jpg,640x448,"2 persons, 6 motorcycles",446.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003445.jpg,448x640,"4 persons, 2 cups, 2 chairs, 1 couch, 1 potted plant",447.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003452.jpg,448x640,"5 persons, 2 wine glasss, 2 cups, 2 chairs, 1 dining table, 3 remotes",425.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003469.jpg,448x640,"2 persons, 1 tv, 1 mouse, 2 remotes, 2 books",471.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003486.jpg,384x640,"2 persons, 2 kites",493.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003487.jpg,640x448,"2 cars, 1 motorcycle, 1 truck",453.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003492.jpg,480x640,"4 chairs, 1 couch, 1 bed",403.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003572.jpg,480x640,"1 sandwich, 3 pizzas, 1 dining table",428.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003581.jpg,480x640,"2 persons, 1 giraffe, 1 sports ball",428.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003618.jpg,448x640,"2 persons, 1 sports ball, 1 teddy bear",502.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003630.jpg,416x640,"1 bus, 1 truck",526.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003636.jpg,480x640,"12 donuts, 4 cakes, 1 dining table",522.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003648.jpg,448x640,1 boat,395.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003702.jpg,480x640,"20 persons, 4 benchs, 2 chairs, 1 dining table",458.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003720.jpg,640x448,"1 person, 1 umbrella, 1 handbag",434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003748.jpg,480x640,"1 cup, 1 sink, 2 toothbrushs",401.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003750.jpg,448x640,"1 person, 1 dog, 7 chairs, 1 potted plant, 1 clock, 1 vase",525.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003759.jpg,448x640,1 bus,533.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003773.jpg,480x640,1 skateboard,365.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003780.jpg,480x640,1 vase,422.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003805.jpg,448x640,"1 bird, 2 zebras",445.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003853.jpg,640x480,3 cars,462.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003878.jpg,640x480,"1 person, 2 elephants, 1 banana",432.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003880.jpg,480x640,"1 person, 2 cars, 1 bus, 1 truck, 3 chairs",432.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003882.jpg,448x640,"1 person, 1 bench",385.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003884.jpg,448x640,1 train,465.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003887.jpg,448x640,(no detections),395.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003896.jpg,640x480,2 giraffes,435.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003900.jpg,448x640,"1 bench, 1 dog",499.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003901.jpg,448x640,"1 wine glass, 1 sandwich, 1 broccoli, 1 dining table",421.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003903.jpg,576x640,"5 persons, 1 frisbee, 1 skateboard",436.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003905.jpg,448x640,2 sheeps,483.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003907.jpg,448x640,"4 persons, 8 cars, 1 bus",519.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003923.jpg,480x640,2 trains,409.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003946.jpg,352x640,"7 persons, 3 baseball bats, 1 baseball glove",456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003969.jpg,480x640,"1 bench, 1 teddy bear",580.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003975.jpg,448x640,"2 persons, 11 sheeps",591.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003989.jpg,416x640,"1 person, 1 bowl, 1 chair, 1 bed, 1 tv, 1 laptop",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000003990.jpg,640x448,"1 person, 1 surfboard",465.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004000.jpg,480x640,2 sinks,437.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004001.jpg,448x640,"12 persons, 1 frisbee, 3 surfboards",455.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004031.jpg,640x640,1 clock,502.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004035.jpg,640x448,"9 persons, 1 skis",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004036.jpg,480x640,"2 persons, 1 bed, 1 teddy bear",428.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004040.jpg,640x480,"1 tv, 1 laptop, 1 mouse",411.9ms
